ds_cargo;cd_municipio;nm_municipio;nm_regiao;nr_turno;sg_uf;nr_zona;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
Governador;88803;MONTE ALEGRE DOS CAMPOS;SUL;2;RS;58;0;3258;2619;2456;88;0;0;2456;2619;75
Governador;88811;SÃO LUIZ GONZAGA;SUL;2;RS;52;3;26944;20526;18724;779;0;0;18724;20526;1023
Governador;88820;MARQUES DE SOUZA;SUL;2;RS;29;1;3479;2894;2738;58;0;0;2738;2894;98
Governador;88838;SÃO MARCOS;SUL;2;RS;137;0;16133;14158;13232;360;0;0;13232;14158;566
Governador;88846;CHUÍ;SUL;2;RS;43;0;4564;3241;2653;270;0;0;2653;3241;318
Governador;88854;SÃO MARTINHO;SUL;2;RS;107;0;4859;4216;3969;105;0;0;3969;4216;142
Governador;88862;ARARICÁ;SUL;2;RS;131;0;5751;4847;4593;104;0;0;4593;4847;150
Governador;88870;SÃO NICOLAU;SUL;2;RS;52;1;4090;3346;3026;122;0;0;3026;3346;198
Governador;88889;PASSA SETE;SUL;2;RS;53;0;3759;3172;2972;86;0;0;2972;3172;114
Governador;88897;SÃO PAULO DAS MISSÕES;SUL;2;RS;166;5;5223;4408;4094;120;0;0;4094;4408;194
Governador;88900;TOROPI;SUL;2;RS;81;0;2676;2296;2141;75;0;0;2141;2296;80
Governador;88919;SÃO PEDRO DO SUL;SUL;2;RS;81;0;12753;10627;9823;380;0;0;9823;10627;424
Governador;88927;BALNEÁRIO PINHAL;SUL;2;RS;110;0;9822;7163;6636;186;0;0;6636;7163;341
Governador;88935;SÃO SEBASTIÃO DO CAÍ;SUL;2;RS;11;0;17126;14563;13515;461;0;0;13515;14563;587
Governador;88943;MAMPITUBA;SUL;2;RS;85;0;2848;2433;2271;65;0;0;2271;2433;97
Governador;88951;SÃO SEPÉ;SUL;2;RS;82;1;17047;14021;12974;461;0;0;12974;14021;586
Governador;88978;SÃO VALENTIM;SUL;2;RS;168;0;3091;2665;2535;59;0;0;2535;2665;71
Governador;88986;ACEGUÁ;SUL;2;RS;7;0;3833;3058;2874;85;0;0;2874;3058;99
Governador;88994;SAPIRANGA;SUL;2;RS;131;0;62190;51695;48325;1445;0;0;48325;51695;1925
Governador;89001;ALMIRANTE TAMANDARÉ DO SUL;SUL;2;RS;15;0;1894;1671;1594;30;0;0;1594;1671;47
Governador;89010;SAPUCAIA DO SUL;SUL;2;RS;108;0;105563;82357;76402;2460;0;0;76402;82357;3495
Governador;89028;ARROIO DO PADRE;SUL;2;RS;34;0;2697;2395;2321;37;0;0;2321;2395;37
Governador;89036;SARANDI;SUL;2;RS;83;2;16719;14406;13465;458;0;0;13465;14406;483
Governador;89044;BOA VISTA DO CADEADO;SUL;2;RS;17;0;2098;1755;1656;46;0;0;1656;1755;53
Governador;89052;SEBERI;SUL;2;RS;132;0;9012;7762;7135;282;0;0;7135;7762;345
Governador;89060;BOA VISTA DO INCRA;SUL;2;RS;17;0;2137;1867;1796;33;0;0;1796;1867;38
Governador;89079;SELBACH;SUL;2;RS;4;0;4377;3814;3637;75;0;0;3637;3814;102
Governador;89087;BOZANO;SUL;2;RS;23;0;2360;2076;1986;35;0;0;1986;2076;55
Governador;89095;SERAFINA CORRÊA;SUL;2;RS;22;0;12518;10838;10098;364;0;0;10098;10838;376
Governador;89109;CANUDOS DO VALE;SUL;2;RS;29;2;1819;1601;1495;43;0;0;1495;1601;63
Governador;89117;SERTÃO;SUL;2;RS;70;1;4901;4290;4052;103;0;0;4052;4290;135
Governador;89125;CAPÃO BONITO DO SUL;SUL;2;RS;28;1;2036;1705;1634;36;0;0;1634;1705;35
Governador;89133;SEVERIANO DE ALMEIDA;SUL;2;RS;20;0;3439;2945;2741;99;0;0;2741;2945;105
Governador;89141;CAPÃO DO CIPÓ;SUL;2;RS;44;0;2890;2370;2215;70;0;0;2215;2370;85
Governador;89150;CAPÃO DA CANOA;SUL;2;RS;150;0;42276;33020;31001;875;0;0;31001;33020;1144
Governador;89168;COQUEIRO BAIXO;SUL;2;RS;104;0;1380;1163;1116;21;0;0;1116;1163;26
Governador;89176;SOBRADINHO;SUL;2;RS;53;0;11391;9110;8346;356;0;0;8346;9110;408
Governador;89184;CORONEL PILAR;SUL;2;RS;98;0;1512;1297;1249;26;0;0;1249;1297;22
Governador;89192;SOLEDADE;SUL;2;RS;54;3;21523;18152;16819;575;0;0;16819;18152;758
Governador;89206;CRUZALTENSE;SUL;2;RS;148;0;1987;1746;1660;37;0;0;1660;1746;49
Governador;89214;TAPEJARA;SUL;2;RS;100;0;17052;14864;14013;426;0;0;14013;14864;425
Governador;89222;FORQUETINHA;SUL;2;RS;29;0;2384;2086;1914;82;0;0;1914;2086;90
Governador;89230;TAPERA;SUL;2;RS;4;0;7975;6876;6435;191;0;0;6435;6876;250
Governador;89247;SANTA CECÍLIA DO SUL;SUL;2;RS;100;0;1821;1610;1525;49;0;0;1525;1610;36
Governador;89249;ITATI;SUL;2;RS;77;0;3275;2731;2585;58;0;0;2585;2731;88
Governador;89257;TAPES;SUL;2;RS;84;3;11425;9183;8456;311;0;0;8456;9183;416
Governador;89265;JACUIZINHO;SUL;2;RS;154;0;1965;1683;1596;46;0;0;1596;1683;41
Governador;89273;TAQUARA;SUL;2;RS;55;3;41936;33643;31413;1033;0;0;31413;33643;1197
Governador;89281;LAGOA BONITA DO SUL;SUL;2;RS;53;0;2336;1955;1823;48;0;0;1823;1955;84
Governador;89290;TAQUARI;SUL;2;RS;56;0;19462;16243;14924;644;0;0;14924;16243;675
Governador;89303;MATO QUEIMADO;SUL;2;RS;52;0;1615;1373;1262;41;0;0;1262;1373;70
Governador;89311;TENENTE PORTELA;SUL;2;RS;101;0;10408;8614;8043;174;0;0;8043;8614;397
Governador;89320;NOVO XINGU;SUL;2;RS;146;0;1587;1362;1264;56;0;0;1264;1362;42
Governador;89338;TORRES;SUL;2;RS;85;0;31442;24676;22837;782;0;0;22837;24676;1057
Governador;89346;PAULO BENTO;SUL;2;RS;148;0;2052;1851;1747;48;0;0;1747;1851;56
Governador;89354;TRAMANDAÍ;SUL;2;RS;110;0;37291;27456;25745;757;0;0;25745;27456;954
Governador;89362;PINHAL DA SERRA;SUL;2;RS;58;0;2471;1955;1826;69;0;0;1826;1955;60
Governador;89370;TRÊS COROAS;SUL;2;RS;149;0;17505;14968;14090;392;0;0;14090;14968;486
Governador;89389;QUATRO IRMÃOS;SUL;2;RS;148;0;1635;1432;1321;44;0;0;1321;1432;67
Governador;89397;TRÊS DE MAIO;SUL;2;RS;89;3;17903;15315;14413;405;0;0;14413;15315;497
Governador;89400;ROLADOR;SUL;2;RS;52;0;2341;1963;1837;55;0;0;1837;1963;71
Governador;89419;TRÊS PASSOS;SUL;2;RS;86;0;18422;15779;14684;421;0;0;14684;15779;674
Governador;89435;TRIUNFO;SUL;2;RS;133;0;21953;17774;16454;545;0;0;16454;17774;775
Governador;89443;SANTA MARGARIDA DO SUL;SUL;2;RS;49;0;2627;2145;2049;48;0;0;2049;2145;48
Governador;89451;TUCUNDUVA;SUL;2;RS;120;0;4757;4065;3867;71;0;0;3867;4065;127
Governador;89460;SÃO JOSÉ DO SUL;SUL;2;RS;31;0;1948;1740;1618;55;0;0;1618;1740;67
Governador;89478;TUPANCIRETÃ;SUL;2;RS;87;0;16278;13181;12475;280;0;0;12475;13181;426
Governador;89486;SÃO PEDRO DAS MISSÕES;SUL;2;RS;32;0;1589;1324;1241;33;0;0;1241;1324;50
Governador;89494;TUPARENDI;SUL;2;RS;42;0;7106;6028;5751;135;0;0;5751;6028;142
Governador;89508;TIO HUGO;SUL;2;RS;117;0;2526;2187;2071;49;0;0;2071;2187;67
Governador;89516;URUGUAIANA;SUL;2;RS;57;20;87692;63598;60298;1502;0;0;60298;63598;1798
Governador;89524;WESTFALIA;SUL;2;RS;125;0;2604;2256;2129;56;0;0;2129;2256;71
Governador;89532;VACARIA;SUL;2;RS;58;0;47211;37522;34762;1460;0;0;34762;37522;1300
Governador;89540;PINTO BANDEIRA;SUL;2;RS;8;0;2404;2081;1974;41;0;0;1974;2081;66
Governador;89559;VENÂNCIO AIRES;SUL;2;RS;93;0;53512;44683;41526;1469;0;0;41526;44683;1688
Governador;89567;PEDRAS ALTAS;SUL;2;RS;35;0;2000;1558;1472;29;0;0;1472;1558;57
Governador;89575;VERA CRUZ;SUL;2;RS;162;0;18542;16692;15431;549;0;0;15431;16692;712
Governador;89591;VERANÓPOLIS;SUL;2;RS;88;5;18145;15877;14951;443;0;0;14951;15877;483
Governador;89613;VIADUTOS;SUL;2;RS;3;0;4167;3648;3376;134;0;0;3376;3648;138
Governador;89630;VIAMÃO;SUL;2;RS;59;0;85160;67786;62862;1953;0;0;62862;67786;2971
Governador;89630;VIAMÃO;SUL;2;RS;72;0;77610;62403;57443;1997;0;0;57443;62403;2963
Governador;89656;VICENTE DUTRA;SUL;2;RS;94;4;3795;3145;2914;101;0;0;2914;3145;130
Governador;89672;PALMARES DO SUL;SUL;2;RS;156;0;10859;8248;7638;209;0;0;7638;8248;401
Governador;89699;VICTOR GRAEFF;SUL;2;RS;117;0;2507;2129;2064;35;0;0;2064;2129;30
Governador;89710;TAVARES;SUL;2;RS;122;0;4540;3607;3335;99;0;0;3335;3607;173
Governador;89737;CAPÃO DO LEÃO;SUL;2;RS;164;1;17881;14793;13551;518;0;0;13551;14793;724
Governador;89753;SALTO DO JACUÍ;SUL;2;RS;154;0;8004;6510;5873;304;0;0;5873;6510;333
Governador;89770;COTIPORÃ;SUL;2;RS;88;1;3504;3075;2932;80;0;0;2932;3075;63
Governador;90034;ÁGUA CLARA;CENTRO-OESTE;2;MS;23;0;12230;8204;7588;172;0;0;7588;8204;444
Governador;90115;AMAMBAI;CENTRO-OESTE;2;MS;1;0;26297;20062;18910;209;0;0;18910;20062;943
Governador;90131;ANASTÁCIO;CENTRO-OESTE;2;MS;49;2;18175;13372;12455;239;0;0;12455;13372;678
Governador;90158;ANAURILÂNDIA;CENTRO-OESTE;2;MS;6;0;6226;4623;4232;99;0;0;4232;4623;292
Governador;90174;ANTÔNIO JOÃO;CENTRO-OESTE;2;MS;52;0;7595;5893;5503;64;0;0;5503;5893;326
Governador;90190;APARECIDA DO TABOADO;CENTRO-OESTE;2;MS;24;1;19278;14074;12383;643;0;0;12383;14074;1048
Governador;90212;AQUIDAUANA;CENTRO-OESTE;2;MS;10;14;35779;25913;24178;428;0;0;24178;25913;1307
Governador;90298;BANDEIRANTES;CENTRO-OESTE;2;MS;34;1;6150;4696;4311;86;0;0;4311;4696;299
Governador;90379;BATAGUASSU;CENTRO-OESTE;2;MS;6;0;19311;13988;12546;517;0;0;12546;13988;925
Governador;90395;BATAYPORÃ;CENTRO-OESTE;2;MS;5;0;8159;6214;5723;125;0;0;5723;6214;366
Governador;90417;BELA VISTA;CENTRO-OESTE;2;MS;17;3;16258;11884;11161;149;0;0;11161;11884;574
Governador;90433;BONITO;CENTRO-OESTE;2;MS;30;1;17590;13493;12756;194;0;0;12756;13493;543
Governador;90450;BRASILÂNDIA;CENTRO-OESTE;2;MS;41;4;9455;6456;5943;130;0;0;5943;6456;383
Governador;90492;CAMAPUÃ;CENTRO-OESTE;2;MS;14;1;11092;8485;7939;123;0;0;7939;8485;423
Governador;90514;CAMPO GRANDE;CENTRO-OESTE;2;MS;8;5;122867;101303;93379;2440;0;0;93379;101303;5484
Governador;90514;CAMPO GRANDE;CENTRO-OESTE;2;MS;35;3;115683;94816;86351;2644;0;0;86351;94816;5821
Governador;90514;CAMPO GRANDE;CENTRO-OESTE;2;MS;36;22;105370;88300;82596;1871;0;0;82596;88300;3833
Governador;90514;CAMPO GRANDE;CENTRO-OESTE;2;MS;44;3;91926;74690;67838;2068;0;0;67838;74690;4784
Governador;90514;CAMPO GRANDE;CENTRO-OESTE;2;MS;53;30;134995;109300;99059;3185;0;0;99059;109300;7056
Governador;90514;CAMPO GRANDE;CENTRO-OESTE;2;MS;54;21;68317;56348;51661;1509;0;0;51661;56348;3178
Governador;90530;CARACOL;CENTRO-OESTE;2;MS;17;0;4542;3397;3253;35;0;0;3253;3397;109
Governador;90557;CAARAPÓ;CENTRO-OESTE;2;MS;28;0;20833;16438;15349;289;0;0;15349;16438;800
Governador;90573;CASSILÂNDIA;CENTRO-OESTE;2;MS;3;0;16074;11574;10318;358;0;0;10318;11574;898
Governador;90611;CORGUINHO;CENTRO-OESTE;2;MS;40;1;4031;2962;2752;44;0;0;2752;2962;166
Governador;90638;CORUMBÁ;CENTRO-OESTE;2;MS;7;20;45920;33619;31031;829;0;0;31031;33619;1759
Governador;90638;CORUMBÁ;CENTRO-OESTE;2;MS;50;6;24761;17991;16665;425;0;0;16665;17991;901
Governador;90654;COXIM;CENTRO-OESTE;2;MS;12;6;26116;19097;17757;359;0;0;17757;19097;981
Governador;90735;DOURADOS;CENTRO-OESTE;2;MS;18;2;93501;73961;66831;2373;0;0;66831;73961;4757
Governador;90735;DOURADOS;CENTRO-OESTE;2;MS;43;5;75592;60548;55573;1541;0;0;55573;60548;3434
Governador;90751;FÁTIMA DO SUL;CENTRO-OESTE;2;MS;4;3;16528;13146;12069;360;0;0;12069;13146;717
Governador;90794;GLÓRIA DE DOURADOS;CENTRO-OESTE;2;MS;39;1;7715;6044;5523;166;0;0;5523;6044;355
Governador;90816;GUIA LOPES DA LAGUNA;CENTRO-OESTE;2;MS;22;4;7730;5658;5195;96;0;0;5195;5658;367
Governador;90859;IGUATEMI;CENTRO-OESTE;2;MS;25;0;10608;7740;7213;138;0;0;7213;7740;389
Governador;90875;INOCÊNCIA;CENTRO-OESTE;2;MS;23;0;6522;4554;4243;65;0;0;4243;4554;246
Governador;90891;ITAPORÃ;CENTRO-OESTE;2;MS;43;0;13972;11432;10582;260;0;0;10582;11432;590
Governador;90930;IVINHEMA;CENTRO-OESTE;2;MS;27;1;20479;16076;14725;420;0;0;14725;16076;931
Governador;90972;JARAGUARI;CENTRO-OESTE;2;MS;34;1;5233;3957;3666;43;0;0;3666;3957;248
Governador;90999;JARDIM;CENTRO-OESTE;2;MS;22;3;18318;13366;12460;212;0;0;12460;13366;694
Governador;91014;JATEÍ;CENTRO-OESTE;2;MS;4;0;4144;3318;3167;42;0;0;3167;3318;109
Governador;91030;LADÁRIO;CENTRO-OESTE;2;MS;50;0;14000;10105;9322;255;0;0;9322;10105;528
Governador;91073;MARACAJU;CENTRO-OESTE;2;MS;16;1;28228;22404;21142;331;0;0;21142;22404;931
Governador;91111;MIRANDA;CENTRO-OESTE;2;MS;15;1;19426;14078;12938;285;0;0;12938;14078;855
Governador;91138;NAVIRAÍ;CENTRO-OESTE;2;MS;2;1;36869;28023;25548;808;0;0;25548;28023;1667
Governador;91154;NIOAQUE;CENTRO-OESTE;2;MS;45;2;10671;7922;7494;99;0;0;7494;7922;329
Governador;91235;NOVA ANDRADINA;CENTRO-OESTE;2;MS;5;1;34830;26068;23984;701;0;0;23984;26068;1383
Governador;91251;PARANAÍBA;CENTRO-OESTE;2;MS;13;1;31204;23688;21610;624;0;0;21610;23688;1454
Governador;91278;PEDRO GOMES;CENTRO-OESTE;2;MS;26;0;5812;4398;4116;53;0;0;4116;4398;229
Governador;91316;PONTA PORÃ;CENTRO-OESTE;2;MS;19;6;26397;19632;17462;816;0;0;17462;19632;1354
Governador;91316;PONTA PORÃ;CENTRO-OESTE;2;MS;52;7;43734;33216;29688;1281;0;0;29688;33216;2247
Governador;91375;PORTO MURTINHO;CENTRO-OESTE;2;MS;20;1;8335;5397;4992;81;0;0;4992;5397;324
Governador;91413;RIBAS DO RIO PARDO;CENTRO-OESTE;2;MS;32;0;14549;10206;9168;396;0;0;9168;10206;642
Governador;91430;RIO BRILHANTE;CENTRO-OESTE;2;MS;11;0;25112;19463;17981;490;0;0;17981;19463;992
Governador;91456;RIO NEGRO;CENTRO-OESTE;2;MS;40;0;3931;3030;2863;28;0;0;2863;3030;139
Governador;91472;RIO VERDE DE MATO GROSSO;CENTRO-OESTE;2;MS;21;3;14555;10637;10016;139;0;0;10016;10637;482
Governador;91499;ROCHEDO;CENTRO-OESTE;2;MS;34;0;4421;3316;3072;61;0;0;3072;3316;183
Governador;91570;SIDROLÂNDIA;CENTRO-OESTE;2;MS;31;6;33064;25329;23379;571;0;0;23379;25329;1379
Governador;91596;TERENOS;CENTRO-OESTE;2;MS;54;4;13253;10220;9405;187;0;0;9405;10220;628
Governador;91650;TRÊS LAGOAS;CENTRO-OESTE;2;MS;9;2;38960;29595;26473;1183;0;0;26473;29595;1939
Governador;91650;TRÊS LAGOAS;CENTRO-OESTE;2;MS;51;0;48995;36683;32628;1540;0;0;32628;36683;2515
Governador;91693;ANGÉLICA;CENTRO-OESTE;2;MS;27;0;8659;6543;6025;167;0;0;6025;6543;351
Governador;91715;ARAL MOREIRA;CENTRO-OESTE;2;MS;19;2;7491;6100;5807;47;0;0;5807;6100;246
Governador;91731;ELDORADO;CENTRO-OESTE;2;MS;25;5;8937;6449;5970;120;0;0;5970;6449;359
Governador;91758;DEODÁPOLIS;CENTRO-OESTE;2;MS;39;0;10403;8070;7334;229;0;0;7334;8070;507
Governador;91782;CHAPADÃO DO SUL;CENTRO-OESTE;2;MS;48;0;21069;15922;14403;613;0;0;14403;15922;906
Governador;91790;MUNDO NOVO;CENTRO-OESTE;2;MS;33;0;14213;10837;9754;278;0;0;9754;10837;805
Governador;91804;DOIS IRMÃOS DO BURITI;CENTRO-OESTE;2;MS;49;7;8224;6273;5857;64;0;0;5857;6273;352
Governador;91820;JUTI;CENTRO-OESTE;2;MS;28;0;5507;4139;3852;58;0;0;3852;4139;229
Governador;91847;PARANHOS;CENTRO-OESTE;2;MS;1;2;8586;6141;5537;86;0;0;5537;6141;518
Governador;91863;SANTA RITA DO PARDO;CENTRO-OESTE;2;MS;41;0;5111;3690;3389;74;0;0;3389;3690;227
Governador;91880;SONORA;CENTRO-OESTE;2;MS;26;1;11120;8476;7890;201;0;0;7890;8476;385
Governador;91901;VICENTINA;CENTRO-OESTE;2;MS;4;0;5694;4666;4394;66;0;0;4394;4666;206
Governador;98019;BODOQUENA;CENTRO-OESTE;2;MS;15;0;6654;4966;4613;87;0;0;4613;4966;266
Governador;98035;COSTA RICA;CENTRO-OESTE;2;MS;38;1;22516;16108;14619;540;0;0;14619;16108;949
Governador;98051;DOURADINA;CENTRO-OESTE;2;MS;18;0;4701;4077;3864;32;0;0;3864;4077;181
Governador;98078;ITAQUIRAÍ;CENTRO-OESTE;2;MS;25;0;14274;10190;9347;234;0;0;9347;10190;609
Governador;98094;SÃO GABRIEL DO OESTE;CENTRO-OESTE;2;MS;40;4;21686;16561;15532;365;0;0;15532;16561;664
Governador;98116;SELVÍRIA;CENTRO-OESTE;2;MS;9;0;6773;4986;4447;186;0;0;4447;4986;353
Governador;98132;SETE QUEDAS;CENTRO-OESTE;2;MS;33;6;7314;5582;5142;68;0;0;5142;5582;372
Governador;98159;TACURU;CENTRO-OESTE;2;MS;33;0;6701;4833;4452;57;0;0;4452;4833;324
Governador;98175;TAQUARUSSU;CENTRO-OESTE;2;MS;5;0;3539;2825;2683;35;0;0;2683;2825;107
Governador;98213;TEUTÔNIA;SUL;2;RS;125;0;25023;20687;19381;581;0;0;19381;20687;725
Governador;98230;BOM PRINCÍPIO;SUL;2;RS;11;0;10263;8975;8591;203;0;0;8591;8975;181
Governador;98256;PAROBÉ;SUL;2;RS;55;1;39492;32790;30170;1052;0;0;30170;32790;1568
Governador;98272;FORTALEZA DOS VALOS;SUL;2;RS;17;1;3707;3238;3058;74;0;0;3058;3238;106
Governador;98299;JÓIA;SUL;2;RS;155;0;6157;5307;4970;129;0;0;4970;5307;208
Governador;98353;IRANDUBA;NORTE;2;AM;56;12;36530;29307;26727;560;0;0;26727;29307;2020
Governador;98370;ITAMARATI;NORTE;2;AM;69;6;7352;5061;4789;20;0;0;4789;5061;252
Governador;98396;MANAQUIRI;NORTE;2;AM;23;4;14592;9986;9345;57;0;0;9345;9986;584
Governador;98418;PRESIDENTE FIGUEIREDO;NORTE;2;AM;51;20;25232;17718;16152;424;0;0;16152;17718;1142
Governador;98434;RIO PRETO DA EVA;NORTE;2;AM;68;12;18139;13492;12230;282;0;0;12230;13492;980
Governador;98450;SÃO SEBASTIÃO DO UATUMÃ;NORTE;2;AM;27;0;7353;5095;4700;86;0;0;4700;5095;309
Governador;98477;TABATINGA;NORTE;2;AM;36;4;36893;27550;25407;326;0;0;25407;27550;1817
Governador;98493;UARINI;NORTE;2;AM;60;1;8900;6298;5939;45;0;0;5939;6298;314
Governador;98515;TONANTINS;NORTE;2;AM;47;3;10552;7960;7555;24;0;0;7555;7960;381
Governador;98590;CORONEL SAPUCAIA;CENTRO-OESTE;2;MS;19;5;11688;9113;8620;62;0;0;8620;9113;431
Presidente;00019;GUAJARÁ-MIRIM;NORTE;2;RO;1;26;28173;20379;19839;155;0;0;19839;20379;385
Presidente;00035;PORTO VELHO;NORTE;2;RO;2;34;105286;83006;79968;925;0;0;79968;83006;2113
Presidente;00035;PORTO VELHO;NORTE;2;RO;6;29;87710;66956;64723;673;0;0;64723;66956;1560
Presidente;00035;PORTO VELHO;NORTE;2;RO;20;25;85740;66856;64310;796;0;0;64310;66856;1750
Presidente;00035;PORTO VELHO;NORTE;2;RO;21;3;71986;55032;52934;627;0;0;52934;55032;1471
Presidente;00051;JI-PARANÁ;NORTE;2;RO;3;22;28694;21784;21098;229;0;0;21098;21784;457
Presidente;00051;JI-PARANÁ;NORTE;2;RO;30;30;63662;48419;47028;442;0;0;47028;48419;949
Presidente;00078;ARIQUEMES;NORTE;2;RO;7;11;69784;51839;50414;485;0;0;50414;51839;940
Presidente;00094;CACOAL;NORTE;2;RO;11;15;66503;51987;50417;538;0;0;50417;51987;1032
Presidente;00116;PIMENTA BUENO;NORTE;2;RO;9;8;26480;20615;19859;238;0;0;19859;20615;518
Presidente;00132;VILHENA;NORTE;2;RO;4;34;65475;50867;48712;516;0;0;48712;50867;1639
Presidente;00159;JARU;NORTE;2;RO;10;32;43059;30456;29424;336;0;0;29424;30456;696
Presidente;00175;OURO PRETO DO OESTE;NORTE;2;RO;13;21;30340;21140;20503;209;0;0;20503;21140;428
Presidente;00191;PRESIDENTE MÉDICI;NORTE;2;RO;3;23;15599;11652;11261;131;0;0;11261;11652;260
Presidente;00213;COSTA MARQUES;NORTE;2;RO;5;1;9507;6819;6645;39;0;0;6645;6819;135
Presidente;00230;COLORADO DO OESTE;NORTE;2;RO;8;58;13745;10238;9859;137;0;0;9859;10238;242
Presidente;00256;ESPIGÃO DO OESTE;NORTE;2;RO;12;10;23903;18420;17807;193;0;0;17807;18420;420
Presidente;00272;CEREJEIRAS;NORTE;2;RO;16;12;12930;10131;9844;106;0;0;9844;10131;181
Presidente;00299;ROLIM DE MOURA;NORTE;2;RO;29;26;40506;30627;29537;364;0;0;29537;30627;726
Presidente;00310;ALTA FLORESTA D'OESTE;NORTE;2;RO;17;8;19399;14189;13727;126;0;0;13727;14189;336
Presidente;00337;ALVORADA DO OESTE;NORTE;2;RO;18;43;11871;8542;8239;80;0;0;8239;8542;223
Presidente;00353;SANTA LUZIA D'OESTE;NORTE;2;RO;19;12;6835;5047;4836;56;0;0;4836;5047;155
Presidente;00370;NOVA BRASILÂNDIA D'OESTE;NORTE;2;RO;15;3;14085;10648;10311;107;0;0;10311;10648;230
Presidente;00396;MACHADINHO D'OESTE;NORTE;2;RO;32;19;23639;16644;16240;131;0;0;16240;16644;273
Presidente;00418;SÃO MIGUEL DO GUAPORÉ;NORTE;2;RO;35;0;17395;12971;12562;129;0;0;12562;12971;280
Presidente;00434;NOVA MAMORÉ;NORTE;2;RO;1;9;18003;13403;13123;89;0;0;13123;13403;191
Presidente;00450;CABIXI;NORTE;2;RO;8;10;4781;3621;3511;36;0;0;3511;3621;74
Presidente;00477;CANDEIAS DO JAMARI;NORTE;2;RO;21;5;18896;13354;12988;103;0;0;12988;13354;263
Presidente;00493;ITAPUÃ DO OESTE;NORTE;2;RO;2;0;6447;4509;4378;31;0;0;4378;4509;100
Presidente;00515;NOVO HORIZONTE DO OESTE;NORTE;2;RO;15;9;6839;5450;5271;57;0;0;5271;5450;122
Presidente;00531;CASTANHEIRAS;NORTE;2;RO;15;0;3076;2287;2218;26;0;0;2218;2287;43
Presidente;00558;VALE DO PARAÍSO;NORTE;2;RO;28;2;6178;4453;4335;34;0;0;4335;4453;84
Presidente;00566;URUPÁ;NORTE;2;RO;18;2;9543;6864;6624;98;0;0;6624;6864;142
Presidente;00574;MIRANTE DA SERRA;NORTE;2;RO;28;0;9138;6529;6339;64;0;0;6339;6529;126
Presidente;00582;SERINGUEIRAS;NORTE;2;RO;35;2;10069;7428;7191;79;0;0;7191;7428;158
Presidente;00590;THEOBROMA;NORTE;2;RO;27;1;8054;5753;5600;50;0;0;5600;5753;103
Presidente;00604;MINISTRO ANDREAZZA;NORTE;2;RO;11;7;6002;4687;4542;34;0;0;4542;4687;111
Presidente;00612;GOVERNADOR JORGE TEIXEIRA;NORTE;2;RO;27;3;7422;5327;5165;59;0;0;5165;5327;103
Presidente;00620;CACAULÂNDIA;NORTE;2;RO;26;2;3947;3000;2902;33;0;0;2902;3000;65
Presidente;00639;ALTO PARAÍSO;NORTE;2;RO;25;2;11746;8614;8405;80;0;0;8405;8614;129
Presidente;00647;RIO CRESPO;NORTE;2;RO;26;0;3323;2402;2342;21;0;0;2342;2402;39
Presidente;00655;CORUMBIARA;NORTE;2;RO;16;5;5621;4363;4207;47;0;0;4207;4363;109
Presidente;00663;MONTE NEGRO;NORTE;2;RO;25;1;10083;7266;7071;58;0;0;7071;7266;137
Presidente;00671;CAMPO NOVO DE RONDÔNIA;NORTE;2;RO;34;0;7748;5567;5403;48;0;0;5403;5567;116
Presidente;00680;CUJUBIM;NORTE;2;RO;26;2;11120;7733;7547;63;0;0;7547;7733;123
Presidente;00698;VALE DO ANARI;NORTE;2;RO;32;1;6382;4692;4543;51;0;0;4543;4692;98
Presidente;00701;PARECIS;NORTE;2;RO;19;0;3269;2393;2309;25;0;0;2309;2393;59
Presidente;00710;SÃO FELIPE D'OESTE;NORTE;2;RO;19;13;4437;3538;3368;60;0;0;3368;3538;110
Presidente;00728;PRIMAVERA DE RONDÔNIA;NORTE;2;RO;9;0;2877;2276;2189;29;0;0;2189;2276;58
Presidente;00736;ALTO ALEGRE DOS PARECIS;NORTE;2;RO;19;1;8354;6507;6226;73;0;0;6226;6507;208
Presidente;00744;NOVA UNIÃO;NORTE;2;RO;28;4;5566;4180;4039;38;0;0;4039;4180;103
Presidente;00752;TEIXEIRÓPOLIS;NORTE;2;RO;13;0;4088;3068;2988;34;0;0;2988;3068;46
Presidente;00779;BURITIS;NORTE;2;RO;34;3;22967;16130;15739;114;0;0;15739;16130;277
Presidente;00787;PIMENTEIRAS DO OESTE;NORTE;2;RO;16;0;1989;1467;1438;14;0;0;1438;1467;15
Presidente;00795;SÃO FRANCISCO DO GUAPORÉ;NORTE;2;RO;5;0;12557;9322;9104;77;0;0;9104;9322;141
Presidente;00809;CHUPINGUAIA;NORTE;2;RO;8;4;7344;5070;4938;35;0;0;4938;5070;97
Presidente;01007;BUJARI;NORTE;2;AC;9;3;9948;6846;6651;88;0;0;6651;6846;107
Presidente;01015;CAPIXABA;NORTE;2;AC;2;11;7836;5550;5460;34;0;0;5460;5550;56
Presidente;01023;PORTO ACRE;NORTE;2;AC;1;5;13179;9880;9701;66;0;0;9701;9880;113
