ds_cargo;cd_municipio;nm_municipio;nm_regiao;nr_turno;sg_uf;nr_zona;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
Presidente;19763;ALCANTIL;NORDESTE;2;PB;18;0;4668;4094;3812;73;0;0;3812;4094;209
Presidente;19771;CALDAS BRANDÃO;NORDESTE;2;PB;75;0;5277;4393;4095;47;0;0;4095;4393;251
Presidente;19780;BARRA DE SANTANA;NORDESTE;2;PB;49;0;7427;6189;5726;96;0;0;5726;6189;367
Presidente;19798;CAMALAÚ;NORDESTE;2;PB;29;1;5955;5030;4741;49;0;0;4741;5030;240
Presidente;19801;CATURITÉ;NORDESTE;2;PB;59;0;4942;4295;4000;70;0;0;4000;4295;225
Presidente;19810;CAMPINA GRANDE;NORDESTE;2;PB;16;13;75006;65134;60586;974;0;0;60586;65134;3574
Presidente;19810;CAMPINA GRANDE;NORDESTE;2;PB;17;3;119988;104606;97296;1547;0;0;97296;104606;5763
Presidente;19810;CAMPINA GRANDE;NORDESTE;2;PB;72;3;102453;89227;82645;1325;0;0;82645;89227;5257
Presidente;19828;RIACHO DE SANTO ANTÔNIO;NORDESTE;2;PB;62;0;2396;2044;1938;15;0;0;1938;2044;91
Presidente;19836;CARRAPATEIRA;NORDESTE;2;PB;40;0;2298;1674;1560;14;0;0;1560;1674;100
Presidente;19844;APARECIDA;NORDESTE;2;PB;63;0;6847;5775;5445;71;0;0;5445;5775;259
Presidente;19852;CATINGUEIRA;NORDESTE;2;PB;32;0;5299;3941;3704;41;0;0;3704;3941;196
Presidente;19860;SÃO FRANCISCO;NORDESTE;2;PB;63;0;3991;3453;3275;43;0;0;3275;3453;135
Presidente;19879;CATOLÉ DO ROCHA;NORDESTE;2;PB;36;0;21333;17860;16952;226;0;0;16952;17860;682
Presidente;19887;VIEIRÓPOLIS;NORDESTE;2;PB;53;0;4977;4021;3754;43;0;0;3754;4021;224
Presidente;19895;CONCEIÇÃO;NORDESTE;2;PB;41;0;14454;11448;10669;117;0;0;10669;11448;662
Presidente;19909;AREIA DE BARAÚNAS;NORDESTE;2;PB;65;0;2157;1728;1621;18;0;0;1621;1728;89
Presidente;19917;CONDADO;NORDESTE;2;PB;51;0;5523;4455;4150;51;0;0;4150;4455;254
Presidente;19925;ALGODÃO DE JANDAÍRA;NORDESTE;2;PB;67;1;2980;2423;2280;21;0;0;2280;2423;122
Presidente;19933;CONDE;NORDESTE;2;PB;3;0;22609;19153;17757;292;0;0;17757;19153;1104
Presidente;19941;BOA VISTA;NORDESTE;2;PB;22;0;5904;5198;4877;78;0;0;4877;5198;243
Presidente;19950;CONGO;NORDESTE;2;PB;43;0;5082;4322;4107;37;0;0;4107;4322;178
Presidente;19968;MARCAÇÃO;NORDESTE;2;PB;55;1;6948;5849;5518;62;0;0;5518;5849;269
Presidente;19976;COREMAS;NORDESTE;2;PB;52;0;12119;9440;8854;107;0;0;8854;9440;479
Presidente;19984;MATURÉIA;NORDESTE;2;PB;30;0;5501;4334;4016;85;0;0;4016;4334;233
Presidente;19992;CRUZ DO ESPÍRITO SANTO;NORDESTE;2;PB;3;1;15898;13614;12417;281;0;0;12417;13614;916
Presidente;20001;SANTA CECÍLIA;NORDESTE;2;PB;18;0;6643;5896;5522;90;0;0;5522;5896;284
Presidente;20010;CUBATI;NORDESTE;2;PB;23;3;6483;5372;5007;74;0;0;5007;5372;291
Presidente;20036;CUITÉ;NORDESTE;2;PB;24;0;16937;13651;12786;152;0;0;12786;13651;713
Presidente;20052;CUITEGI;NORDESTE;2;PB;11;0;5795;4629;4281;82;0;0;4281;4629;266
Presidente;20079;CURRAL VELHO;NORDESTE;2;PB;42;0;2342;1816;1692;18;0;0;1692;1816;106
Presidente;20095;DESTERRO;NORDESTE;2;PB;30;0;7361;5802;5452;56;0;0;5452;5802;294
Presidente;20117;VISTA SERRANA;NORDESTE;2;PB;51;0;3213;2423;2282;30;0;0;2282;2423;111
Presidente;20133;DIAMANTE;NORDESTE;2;PB;42;0;5605;4113;3807;54;0;0;3807;4113;252
Presidente;20150;DONA INÊS;NORDESTE;2;PB;14;0;9045;7173;6668;70;0;0;6668;7173;435
Presidente;20176;DUAS ESTRADAS;NORDESTE;2;PB;47;0;3552;2866;2686;29;0;0;2686;2866;151
Presidente;20192;EMAS;NORDESTE;2;PB;32;0;3330;2580;2428;23;0;0;2428;2580;129
Presidente;20214;ESPERANÇA;NORDESTE;2;PB;19;0;24936;20757;19225;359;0;0;19225;20757;1173
Presidente;20230;FAGUNDES;NORDESTE;2;PB;59;0;10047;8070;7353;125;0;0;7353;8070;592
Presidente;20257;FREI MARTINHO;NORDESTE;2;PB;25;0;2819;2334;2198;34;0;0;2198;2334;102
Presidente;20273;GUARABIRA;NORDESTE;2;PB;10;1;42570;35760;33431;629;0;0;33431;35760;1700
Presidente;20290;GURINHÉM;NORDESTE;2;PB;75;0;11233;9203;8524;134;0;0;8524;9203;545
Presidente;20311;GURJÃO;NORDESTE;2;PB;22;0;3093;2602;2440;18;0;0;2440;2602;144
Presidente;20338;IBIARA;NORDESTE;2;PB;41;0;5461;4136;3854;54;0;0;3854;4136;228
Presidente;20354;IMACULADA;NORDESTE;2;PB;74;0;8783;6669;6263;76;0;0;6263;6669;330
Presidente;20370;INGÁ;NORDESTE;2;PB;8;0;14821;12044;11271;142;0;0;11271;12044;631
Presidente;20397;ITABAIANA;NORDESTE;2;PB;6;0;18971;15911;14831;197;0;0;14831;15911;883
Presidente;20419;ITAPORANGA;NORDESTE;2;PB;33;0;17087;13391;12549;169;0;0;12549;13391;673
Presidente;20435;ITAPOROROCA;NORDESTE;2;PB;60;0;13194;10990;10123;199;0;0;10123;10990;668
Presidente;20451;ITATUBA;NORDESTE;2;PB;8;0;8451;6998;6518;101;0;0;6518;6998;379
Presidente;20478;JACARAÚ;NORDESTE;2;PB;60;0;13779;10688;9900;127;0;0;9900;10688;661
Presidente;20494;JERICÓ;NORDESTE;2;PB;36;0;6865;5467;5200;66;0;0;5200;5467;201
Presidente;20516;JOÃO PESSOA;NORDESTE;2;PB;1;0;108091;92877;87787;1210;0;0;87787;92877;3880
Presidente;20516;JOÃO PESSOA;NORDESTE;2;PB;64;4;106079;91504;85742;1227;0;0;85742;91504;4535
Presidente;20516;JOÃO PESSOA;NORDESTE;2;PB;70;1;113275;98426;92707;1262;0;0;92707;98426;4457
Presidente;20516;JOÃO PESSOA;NORDESTE;2;PB;76;0;118026;101257;97291;1188;0;0;97291;101257;2778
Presidente;20516;JOÃO PESSOA;NORDESTE;2;PB;77;4;118426;101418;94050;1572;0;0;94050;101418;5796
Presidente;20532;JUAREZ TÁVORA;NORDESTE;2;PB;9;0;7400;6182;5764;96;0;0;5764;6182;322
Presidente;20559;JUAZEIRINHO;NORDESTE;2;PB;56;2;13317;10719;10050;119;0;0;10050;10719;550
Presidente;20575;JUNCO DO SERIDÓ;NORDESTE;2;PB;56;0;5662;4655;4351;69;0;0;4351;4655;235
Presidente;20591;JURIPIRANGA;NORDESTE;2;PB;44;1;9739;8249;7627;94;0;0;7627;8249;528
Presidente;20613;JURU;NORDESTE;2;PB;74;0;7701;6029;5650;63;0;0;5650;6029;316
Presidente;20630;LAGOA;NORDESTE;2;PB;31;0;4768;3605;3401;52;0;0;3401;3605;152
Presidente;20656;LAGOA DE DENTRO;NORDESTE;2;PB;60;1;7209;5616;5226;69;0;0;5226;5616;321
Presidente;20672;LAGOA SECA;NORDESTE;2;PB;13;0;20618;17757;16219;373;0;0;16219;17757;1165
Presidente;20699;LASTRO;NORDESTE;2;PB;63;0;4207;3438;3272;33;0;0;3272;3438;133
Presidente;20710;LIVRAMENTO;NORDESTE;2;PB;27;0;5817;4588;4254;69;0;0;4254;4588;265
Presidente;20737;LUCENA;NORDESTE;2;PB;2;0;12412;9867;9169;121;0;0;9169;9867;577
Presidente;20753;MÃE D'ÁGUA;NORDESTE;2;PB;30;1;3748;3070;2934;30;0;0;2934;3070;106
Presidente;20770;MALTA;NORDESTE;2;PB;51;0;5152;4075;3847;47;0;0;3847;4075;181
Presidente;20796;MAMANGUAPE;NORDESTE;2;PB;7;0;32573;26983;25008;416;0;0;25008;26983;1559
Presidente;20818;MANAÍRA;NORDESTE;2;PB;34;0;8626;6861;6391;58;0;0;6391;6861;412
Presidente;20834;MARI;NORDESTE;2;PB;4;3;17145;14626;13568;213;0;0;13568;14626;845
Presidente;20850;MASSARANDUBA;NORDESTE;2;PB;16;1;11710;9799;8934;168;0;0;8934;9799;697
Presidente;20877;MATARACA;NORDESTE;2;PB;7;0;8476;6453;5988;86;0;0;5988;6453;379
Presidente;20893;MOGEIRO;NORDESTE;2;PB;6;0;10646;8799;8153;90;0;0;8153;8799;556
Presidente;20915;MONTADAS;NORDESTE;2;PB;50;0;4867;4201;3873;87;0;0;3873;4201;241
Presidente;20931;MONTE HOREBE;NORDESTE;2;PB;40;0;3976;3036;2866;18;0;0;2866;3036;152
Presidente;20958;MONTEIRO;NORDESTE;2;PB;29;2;25751;21259;19926;231;0;0;19926;21259;1102
Presidente;20974;MULUNGU;NORDESTE;2;PB;75;1;8896;7415;6917;85;0;0;6917;7415;413
Presidente;20990;NATUBA;NORDESTE;2;PB;18;1;6583;5417;4847;102;0;0;4847;5417;468
Presidente;21016;NAZAREZINHO;NORDESTE;2;PB;63;1;6820;5730;5395;66;0;0;5395;5730;269
Presidente;21032;NOVA FLORESTA;NORDESTE;2;PB;24;1;7982;6400;5971;61;0;0;5971;6400;368
Presidente;21059;NOVA OLINDA;NORDESTE;2;PB;42;0;5511;3905;3621;55;0;0;3621;3905;229
Presidente;21075;NOVA PALMEIRA;NORDESTE;2;PB;25;0;3376;2974;2795;49;0;0;2795;2974;130
Presidente;21091;OLHO D'ÁGUA;NORDESTE;2;PB;66;0;6950;5399;5010;73;0;0;5010;5399;316
Presidente;21113;OLIVEDOS;NORDESTE;2;PB;23;0;3934;3271;3058;61;0;0;3058;3271;152
Presidente;21130;OURO VELHO;NORDESTE;2;PB;43;0;2899;2478;2388;19;0;0;2388;2478;71
Presidente;21156;PASSAGEM;NORDESTE;2;PB;65;0;2647;2069;1960;35;0;0;1960;2069;74
Presidente;21172;PATOS;NORDESTE;2;PB;28;6;66702;55123;51970;767;0;0;51970;55123;2386
Presidente;21199;PAULISTA;NORDESTE;2;PB;69;0;9859;8095;7621;99;0;0;7621;8095;375
Presidente;21210;PEDRA BRANCA;NORDESTE;2;PB;42;0;3904;2961;2739;42;0;0;2739;2961;180
Presidente;21237;PEDRA LAVRADA;NORDESTE;2;PB;25;0;5939;5071;4719;70;0;0;4719;5071;282
Presidente;21253;PEDRAS DE FOGO;NORDESTE;2;PB;44;0;23688;19715;18302;313;0;0;18302;19715;1100
Presidente;21270;PIANCÓ;NORDESTE;2;PB;32;1;12636;10091;9380;121;0;0;9380;10091;590
Presidente;21296;PICUÍ;NORDESTE;2;PB;25;1;14775;12443;11653;177;0;0;11653;12443;613
Presidente;21318;PILAR;NORDESTE;2;PB;44;0;9894;8419;7842;110;0;0;7842;8419;467
Presidente;21334;PILÕES;NORDESTE;2;PB;11;0;6929;5449;5002;99;0;0;5002;5449;348
Presidente;21350;PILÕEZINHOS;NORDESTE;2;PB;47;4;5258;4362;4021;56;0;0;4021;4362;285
Presidente;21377;PIRPIRITUBA;NORDESTE;2;PB;47;0;7683;6284;5787;137;0;0;5787;6284;360
Presidente;21393;PITIMBU;NORDESTE;2;PB;73;0;12021;9869;9279;139;0;0;9279;9869;451
Presidente;21415;POCINHOS;NORDESTE;2;PB;50;0;14033;11804;10865;205;0;0;10865;11804;734
Presidente;21431;POMBAL;NORDESTE;2;PB;31;4;25017;20084;18923;233;0;0;18923;20084;928
Presidente;21458;PRATA;NORDESTE;2;PB;43;0;4020;3284;3109;46;0;0;3109;3284;129
Presidente;21474;PRINCESA ISABEL;NORDESTE;2;PB;34;0;16079;12845;12063;140;0;0;12063;12845;642
Presidente;21490;PUXINANÃ;NORDESTE;2;PB;50;0;12011;10488;9681;163;0;0;9681;10488;644
Presidente;21512;QUEIMADAS;NORDESTE;2;PB;59;1;34709;29489;27484;411;0;0;27484;29489;1594
Presidente;21539;QUIXABA;NORDESTE;2;PB;28;0;2283;1921;1824;25;0;0;1824;1921;72
Presidente;21555;REMÍGIO;NORDESTE;2;PB;67;0;14179;11484;10834;120;0;0;10834;11484;530
Presidente;21571;RIACHO DOS CAVALOS;NORDESTE;2;PB;38;0;7623;6469;6128;92;0;0;6128;6469;249
Presidente;21598;RIO TINTO;NORDESTE;2;PB;55;4;18181;15785;14753;206;0;0;14753;15785;826
Presidente;21610;SALGADINHO;NORDESTE;2;PB;65;0;3275;2414;2280;39;0;0;2280;2414;95
Presidente;21636;SALGADO DE SÃO FÉLIX;NORDESTE;2;PB;6;2;9673;7833;7250;101;0;0;7250;7833;482
Presidente;21652;SANTA CRUZ;NORDESTE;2;PB;63;1;5559;4632;4435;34;0;0;4435;4632;163
Presidente;21679;SANTA HELENA;NORDESTE;2;PB;37;1;5568;4698;4439;34;0;0;4439;4698;225
Presidente;21695;SANTA LUZIA;NORDESTE;2;PB;26;0;11753;9873;9295;157;0;0;9295;9873;421
Presidente;21717;SANTANA DE MANGUEIRA;NORDESTE;2;PB;41;0;4451;3464;3241;32;0;0;3241;3464;191
Presidente;21733;SANTANA DOS GARROTES;NORDESTE;2;PB;66;0;6228;4666;4281;67;0;0;4281;4666;318
Presidente;21750;SANTA RITA;NORDESTE;2;PB;2;3;63931;54245;49692;961;0;0;49692;54245;3592
Presidente;21750;SANTA RITA;NORDESTE;2;PB;3;0;34404;28961;26468;495;0;0;26468;28961;1998
Presidente;21776;SANTA TERESINHA;NORDESTE;2;PB;65;0;5549;4636;4365;54;0;0;4365;4636;217
Presidente;21792;SÃO BENTO;NORDESTE;2;PB;69;0;26946;21877;20510;317;0;0;20510;21877;1050
Presidente;21814;SÃO JOÃO DO CARIRI;NORDESTE;2;PB;22;4;4190;3443;3277;30;0;0;3277;3443;136
Presidente;21830;SÃO JOÃO DO TIGRE;NORDESTE;2;PB;29;0;3868;3246;3027;35;0;0;3027;3246;184
Presidente;21857;SÃO JOSÉ DA LAGOA TAPADA;NORDESTE;2;PB;52;0;6591;5487;5080;71;0;0;5080;5487;336
Presidente;21873;SÃO JOSÉ DE CAIANA;NORDESTE;2;PB;33;0;5302;3914;3661;35;0;0;3661;3914;218
Presidente;21890;SÃO JOSÉ DE ESPINHARAS;NORDESTE;2;PB;51;0;4326;3507;3331;37;0;0;3331;3507;139
Presidente;21911;SÃO JOSÉ DE PIRANHAS;NORDESTE;2;PB;40;0;15072;12167;11431;132;0;0;11431;12167;604
Presidente;21938;SÃO JOSÉ DO BONFIM;NORDESTE;2;PB;65;0;4027;3341;3168;30;0;0;3168;3341;143
Presidente;21954;SÃO JOSÉ DO SABUGI;NORDESTE;2;PB;26;0;4053;3607;3398;37;0;0;3398;3607;172
Presidente;21970;SÃO JOSÉ DOS CORDEIROS;NORDESTE;2;PB;58;1;3456;2785;2609;34;0;0;2609;2785;142
Presidente;21997;SÃO MAMEDE;NORDESTE;2;PB;26;0;7001;5580;5270;65;0;0;5270;5580;245
Presidente;22012;SÃO MIGUEL DE TAIPU;NORDESTE;2;PB;44;0;6084;5206;4791;95;0;0;4791;5206;320
Presidente;22039;SÃO SEBASTIÃO DE LAGOA DE ROÇA;NORDESTE;2;PB;19;0;8756;7159;6580;149;0;0;6580;7159;430
Presidente;22055;SÃO SEBASTIÃO DO UMBUZEIRO;NORDESTE;2;PB;29;0;3123;2561;2411;26;0;0;2411;2561;124
Presidente;22071;SAPÉ;NORDESTE;2;PB;4;0;36121;30266;27806;571;0;0;27806;30266;1889
Presidente;22098;SÃO VICENTE DO SERIDÓ;NORDESTE;2;PB;23;2;8945;7159;6617;132;0;0;6617;7159;410
Presidente;22110;SERRA BRANCA;NORDESTE;2;PB;58;0;10398;8485;7956;102;0;0;7956;8485;427
Presidente;22136;SERRA DA RAIZ;NORDESTE;2;PB;47;1;3032;2403;2230;39;0;0;2230;2403;134
Presidente;22152;SERRA GRANDE;NORDESTE;2;PB;33;0;3176;2406;2256;20;0;0;2256;2406;130
Presidente;22179;SERRA REDONDA;NORDESTE;2;PB;72;1;6177;5193;4815;65;0;0;4815;5193;313
Presidente;22195;SERRARIA;NORDESTE;2;PB;11;0;4389;3379;3084;51;0;0;3084;3379;244
Presidente;22217;SOLÂNEA;NORDESTE;2;PB;48;0;21354;17190;15942;260;0;0;15942;17190;988
Presidente;22233;SOLEDADE;NORDESTE;2;PB;23;0;11156;9297;8647;136;0;0;8647;9297;514
Presidente;22250;SOUSA;NORDESTE;2;PB;35;9;46507;39572;37317;534;0;0;37317;39572;1721
Presidente;22276;SUMÉ;NORDESTE;2;PB;43;0;13494;11041;10439;106;0;0;10439;11041;496
Presidente;22292;TACIMA;NORDESTE;2;PB;20;0;7456;6026;5666;78;0;0;5666;6026;282
Presidente;22314;TAPEROÁ;NORDESTE;2;PB;27;1;10984;8511;7863;117;0;0;7863;8511;531
Presidente;22330;TAVARES;NORDESTE;2;PB;34;0;11489;8655;8145;97;0;0;8145;8655;413
Presidente;22357;TEIXEIRA;NORDESTE;2;PB;30;0;11641;9465;8921;125;0;0;8921;9465;419
Presidente;22373;TRIUNFO;NORDESTE;2;PB;37;0;7389;5864;5564;53;0;0;5564;5864;247
Presidente;22390;UIRAÚNA;NORDESTE;2;PB;53;3;11960;9898;9345;107;0;0;9345;9898;446
Presidente;22411;UMBUZEIRO;NORDESTE;2;PB;18;1;6817;5600;5198;88;0;0;5198;5600;314
Presidente;22438;VÁRZEA;NORDESTE;2;PB;26;0;2562;2198;2105;19;0;0;2105;2198;74
Presidente;23000;QUIXABA;NORDESTE;2;PE;98;0;6105;5015;4811;40;0;0;4811;5015;164
Presidente;23019;AFOGADOS DA INGAZEIRA;NORDESTE;2;PE;66;4;28490;22798;21611;237;0;0;21611;22798;950
Presidente;23027;LAGOA DO CARRO;NORDESTE;2;PE;20;1;14319;12602;11844;163;0;0;11844;12602;595
Presidente;23035;AFRÂNIO;NORDESTE;2;PE;107;2;17220;13862;12942;176;0;0;12942;13862;744
Presidente;23043;SANTA CRUZ DA BAIXA VERDE;NORDESTE;2;PE;71;0;9131;7711;7219;73;0;0;7219;7711;419
Presidente;23051;AGRESTINA;NORDESTE;2;PE;86;2;19641;16708;15561;220;0;0;15561;16708;927
Presidente;23060;XEXÉU;NORDESTE;2;PE;38;0;10449;7771;7226;118;0;0;7226;7771;427
Presidente;23078;ÁGUA PRETA;NORDESTE;2;PE;38;1;23264;15715;14662;261;0;0;14662;15715;792
Presidente;23086;VERTENTE DO LÉRIO;NORDESTE;2;PE;34;0;7742;6328;5918;66;0;0;5918;6328;344
Presidente;23094;ÁGUAS BELAS;NORDESTE;2;PE;64;12;33200;24259;22599;255;0;0;22599;24259;1405
Presidente;23108;SANTA CRUZ;NORDESTE;2;PE;82;0;12397;10225;9819;57;0;0;9819;10225;349
Presidente;23116;ALAGOINHA;NORDESTE;2;PE;120;1;12690;10034;9502;82;0;0;9502;10034;450
Presidente;23124;JUCATI;NORDESTE;2;PE;92;2;9792;8121;7599;107;0;0;7599;8121;415
Presidente;23132;ALIANÇA;NORDESTE;2;PE;125;4;28697;22466;20908;284;0;0;20908;22466;1274
Presidente;23140;DORMENTES;NORDESTE;2;PE;107;4;16302;13231;12388;165;0;0;12388;13231;678
Presidente;23159;ALTINHO;NORDESTE;2;PE;48;7;16650;13969;12962;167;0;0;12962;13969;840
Presidente;23167;CARNAUBEIRA DA PENHA;NORDESTE;2;PE;69;3;12150;9080;8608;58;0;0;8608;9080;414
Presidente;23175;AMARAJI;NORDESTE;2;PE;31;0;16867;13625;12666;220;0;0;12666;13625;739
Presidente;23183;LAGOA GRANDE;NORDESTE;2;PE;137;5;21214;16272;15283;172;0;0;15283;16272;817
Presidente;23191;ANGELIM;NORDESTE;2;PE;116;0;9370;7150;6687;87;0;0;6687;7150;376
Presidente;23205;ARAÇOIABA;NORDESTE;2;PE;85;0;16121;13924;13021;160;0;0;13021;13924;743
Presidente;23213;ARARIPINA;NORDESTE;2;PE;84;0;58676;47041;43416;605;0;0;43416;47041;3020
Presidente;23221;CASINHAS;NORDESTE;2;PE;34;2;11750;9413;8720;120;0;0;8720;9413;573
Presidente;23230;ARCOVERDE;NORDESTE;2;PE;57;16;48890;40425;38326;437;0;0;38326;40425;1662
Presidente;23248;MANARI;NORDESTE;2;PE;63;1;13335;9643;9208;87;0;0;9208;9643;348
Presidente;23256;BARRA DE GUABIRABA;NORDESTE;2;PE;39;0;9803;8210;7721;92;0;0;7721;8210;397
Presidente;23264;JATOBÁ;NORDESTE;2;PE;89;0;10745;8361;7951;73;0;0;7951;8361;337
Presidente;23272;BARREIROS;NORDESTE;2;PE;42;1;30835;23691;22072;372;0;0;22072;23691;1247
Presidente;23280;TAMANDARÉ;NORDESTE;2;PE;26;0;18259;14848;14012;182;0;0;14012;14848;654
Presidente;23299;BELÉM DE MARIA;NORDESTE;2;PE;43;4;9651;7560;7040;104;0;0;7040;7560;416
Presidente;23302;JAQUEIRA;NORDESTE;2;PE;43;0;9942;7069;6658;70;0;0;6658;7069;341
Presidente;23310;BELÉM DO SÃO FRANCISCO;NORDESTE;2;PE;73;6;15100;12037;11383;104;0;0;11383;12037;550
Presidente;23329;SANTA FILOMENA;NORDESTE;2;PE;82;0;12428;9597;9131;72;0;0;9131;9597;394
Presidente;23337;BELO JARDIM;NORDESTE;2;PE;45;8;62291;49492;45650;866;0;0;45650;49492;2976
Presidente;23353;BETÂNIA;NORDESTE;2;PE;108;1;10489;7286;6747;67;0;0;6747;7286;472
Presidente;23370;BEZERROS;NORDESTE;2;PE;35;20;46442;39764;37147;545;0;0;37147;39764;2072
Presidente;23396;BODOCÓ;NORDESTE;2;PE;80;4;25326;21116;19743;206;0;0;19743;21116;1167
Presidente;23418;BOM CONSELHO;NORDESTE;2;PE;61;13;37496;26354;24535;257;0;0;24535;26354;1562
Presidente;23434;BOM JARDIM;NORDESTE;2;PE;33;10;29808;24127;22585;285;0;0;22585;24127;1257
Presidente;23450;BONITO;NORDESTE;2;PE;39;0;30368;24862;23172;323;0;0;23172;24862;1367
Presidente;23477;BREJÃO;NORDESTE;2;PE;92;11;9041;7504;6985;88;0;0;6985;7504;431
Presidente;23493;BREJINHO;NORDESTE;2;PE;99;0;7818;5894;5489;77;0;0;5489;5894;328
Presidente;23515;BREJO DA MADRE DE DEUS;NORDESTE;2;PE;54;9;33604;26830;25125;381;0;0;25125;26830;1324
Presidente;23531;BUENOS AIRES;NORDESTE;2;PE;23;0;11275;9374;8755;119;0;0;8755;9374;500
Presidente;23558;BUÍQUE;NORDESTE;2;PE;60;0;39785;28625;26293;351;0;0;26293;28625;1981
Presidente;23574;CABO DE SANTO AGOSTINHO;NORDESTE;2;PE;15;5;66513;57279;53009;919;0;0;53009;57279;3351
Presidente;23574;CABO DE SANTO AGOSTINHO;NORDESTE;2;PE;121;0;94470;80409;74200;1268;0;0;74200;80409;4941
Presidente;23590;CABROBÓ;NORDESTE;2;PE;77;2;25904;20186;19001;190;0;0;19001;20186;995
Presidente;23612;CACHOEIRINHA;NORDESTE;2;PE;44;0;15988;12898;12034;222;0;0;12034;12898;642
Presidente;23639;CAETÉS;NORDESTE;2;PE;130;0;19971;14818;13949;159;0;0;13949;14818;710
Presidente;23655;CALÇADO;NORDESTE;2;PE;94;1;7438;6334;5914;72;0;0;5914;6334;348
Presidente;23671;CALUMBI;NORDESTE;2;PE;108;5;6578;5275;5039;39;0;0;5039;5275;197
Presidente;23698;CAMOCIM DE SÃO FÉLIX;NORDESTE;2;PE;132;0;14853;12575;11809;145;0;0;11809;12575;621
Presidente;23710;CAMUTANGA;NORDESTE;2;PE;27;4;7435;5944;5614;62;0;0;5614;5944;268
Presidente;23736;CANHOTINHO;NORDESTE;2;PE;116;3;16987;13520;12520;184;0;0;12520;13520;816
Presidente;23752;CAPOEIRAS;NORDESTE;2;PE;130;1;16070;11925;11185;158;0;0;11185;11925;582
Presidente;23779;CARNAÍBA;NORDESTE;2;PE;98;8;15890;12425;11682;101;0;0;11682;12425;642
Presidente;23795;CARPINA;NORDESTE;2;PE;20;18;56127;49181;46025;705;0;0;46025;49181;2451
Presidente;23817;CARUARU;NORDESTE;2;PE;41;3;22841;19834;18209;371;0;0;18209;19834;1254
Presidente;23817;CARUARU;NORDESTE;2;PE;105;2;112817;98257;92717;1406;0;0;92717;98257;4134
Presidente;23817;CARUARU;NORDESTE;2;PE;106;15;105040;91215;85274;1447;0;0;85274;91215;4494
Presidente;23833;CATENDE;NORDESTE;2;PE;43;0;25518;19679;18466;257;0;0;18466;19679;956
Presidente;23850;CEDRO;NORDESTE;2;PE;76;0;9923;7191;6755;75;0;0;6755;7191;361
Presidente;23876;CHÃ DE ALEGRIA;NORDESTE;2;PE;21;0;11034;9284;8703;112;0;0;8703;9284;469
Presidente;23892;CHÃ GRANDE;NORDESTE;2;PE;31;0;18868;15833;14833;194;0;0;14833;15833;806
Presidente;23914;CONDADO;NORDESTE;2;PE;125;0;20793;16223;15209;200;0;0;15209;16223;814
Presidente;23930;CORRENTES;NORDESTE;2;PE;59;0;13849;9766;9270;77;0;0;9270;9766;419
Presidente;23957;CORTÊS;NORDESTE;2;PE;28;11;10885;8440;7908;88;0;0;7908;8440;444
Presidente;23973;CUMARU;NORDESTE;2;PE;91;6;15315;11796;11041;142;0;0;11041;11796;613
Presidente;23990;CUPIRA;NORDESTE;2;PE;86;4;19622;15970;14955;213;0;0;14955;15970;802
Presidente;24015;CUSTÓDIA;NORDESTE;2;PE;65;0;28506;21708;20577;182;0;0;20577;21708;949
Presidente;24031;ESCADA;NORDESTE;2;PE;19;29;47331;39457;36985;523;0;0;36985;39457;1949
Presidente;24058;EXU;NORDESTE;2;PE;79;0;27574;21829;20471;242;0;0;20471;21829;1116
Presidente;24074;FEIRA NOVA;NORDESTE;2;PE;135;6;18367;14833;13847;212;0;0;13847;14833;774
Presidente;24090;FERREIROS;NORDESTE;2;PE;27;0;9945;8235;7704;112;0;0;7704;8235;419
Presidente;24112;FLORES;NORDESTE;2;PE;67;5;16230;12794;11962;134;0;0;11962;12794;698
Presidente;24139;FLORESTA;NORDESTE;2;PE;72;6;23818;18509;17670;129;0;0;17670;18509;710
Presidente;24155;FREI MIGUELINHO;NORDESTE;2;PE;46;11;11951;10353;9843;107;0;0;9843;10353;403
Presidente;24171;GAMELEIRA;NORDESTE;2;PE;28;2;15305;11792;10992;175;0;0;10992;11792;625
Presidente;24198;GARANHUNS;NORDESTE;2;PE;56;3;95619;79623;75167;1079;0;0;75167;79623;3377
Presidente;24210;GLÓRIA DO GOITÁ;NORDESTE;2;PE;21;0;22600;19070;17718;235;0;0;17718;19070;1117
Presidente;24236;GOIANA;NORDESTE;2;PE;25;6;61024;52480;49381;732;0;0;49381;52480;2367
Presidente;24252;GRANITO;NORDESTE;2;PE;80;4;6728;5659;5396;44;0;0;5396;5659;219
Presidente;24279;GRAVATÁ;NORDESTE;2;PE;30;8;68851;55829;52096;910;0;0;52096;55829;2823
Presidente;24295;IATI;NORDESTE;2;PE;136;0;15925;11162;10476;106;0;0;10476;11162;580
Presidente;24317;IBIMIRIM;NORDESTE;2;PE;128;12;20777;15305;14593;108;0;0;14593;15305;604
Presidente;24333;IBIRAJUBA;NORDESTE;2;PE;48;1;6912;5491;5140;67;0;0;5140;5491;284
Presidente;24350;IGARASSU;NORDESTE;2;PE;85;6;85793;73497;68504;1057;0;0;68504;73497;3936
